1eb5;a;latin small letter a with breve and tilde
1eb6;A;latin capital letter a with breve and dot below
1eb7;a;latin small letter a with breve and dot below
1eb8;E;latin capital letter e with dot below
1eb9;e;latin small letter e with dot below
1eba;E;latin capital letter e with hook above
1ebb;e;latin small letter e with hook above
1ebc;E;latin capital letter e with tilde
1ebd;e;latin small letter e with tilde
1ebe;E;latin capital letter e with circumflex and acute
1ebf;e;latin small letter e with circumflex and acute
1ec0;E;latin capital letter e with circumflex and grave
1ec1;e;latin small letter e with circumflex and grave
1ec2;E;latin capital letter e with circumflex and hook above
1ec3;e;latin small letter e with circumflex and hook above
1ec4;E;latin capital letter e with circumflex and tilde
1ec5;e;latin small letter e with circumflex and tilde
1ec6;E;latin capital letter e with circumflex and dot below
1ec7;e;latin small letter e with circumflex and dot below
1ec8;I;latin capital letter i with hook above
1ec9;i;latin small letter i with hook above
1eca;I;latin capital letter i with dot below
1ecb;i;latin small letter i with dot below
1ecc;O;latin capital letter o with dot below
1ecd;o;latin small letter o with dot below
1ece;O;latin capital letter o with hook above
1ecf;o;latin small letter o with hook above
1ed0;O;latin capital letter o with circumflex and acute
1ed1;o;latin small letter o with circumflex and acute
1ed2;O;latin capital letter o with circumflex and grave
1ed3;o;latin small letter o with circumflex and grave
1ed4;O;latin capital letter o with circumflex and hook above
1ed5;o;latin small letter o with circumflex and hook above
1ed6;O;latin capital letter o with circumflex and tilde
1ed7;o;latin small letter o with circumflex and tilde
1ed8;O;latin capital letter o with circumflex and dot below
1ed9;o;latin small letter o with circumflex and dot below
1eda;O;latin capital letter o with horn and acute
1edb;o;latin small letter o with horn and acute
1edc;O;latin capital letter o with horn and grave
1edd;o;latin small letter o with horn and grave
1ede;O;latin capital letter o with horn and hook above
1edf;o;latin small letter o with horn and hook above
1ee0;O;latin capital letter o with horn and tilde
1ee1;o;latin small letter o with horn and tilde
1ee2;O;latin capital letter o with horn and dot below
1ee3;o;latin small letter o with horn and dot below
1ee4;U;latin capital letter u with dot below
1ee5;u;latin small letter u with dot below
1ee6;U;latin capital letter u with hook above
1ee7;u;latin small letter u with hook above
1ee8;U;latin capital letter u with horn and acute
1ee9;u;latin small letter u with horn and acute
1eea;U;latin capital letter u with horn and grave
1eeb;u;latin small letter u with horn and grave
1eec;U;latin capital letter u with horn and hook above
1eed;u;latin small letter u with horn and hook above
1eee;U;latin capital letter u with horn and tilde
1eef;u;latin small letter u with horn and tilde
1ef0;U;latin capital letter u with horn and dot below
1ef1;u;latin small letter u with horn and dot below
1ef2;Y;latin capital letter y with grave
1ef3;y;latin small letter y with grave
1ef4;Y;latin capital letter y with dot below
1ef5;y;latin small letter y with dot below
1ef6;Y;latin capital letter y with hook above
1ef7;y;latin small letter y with hook above
1ef8;Y;latin capital letter y with tilde
1ef9;y;latin small letter y with tilde
1efa;LL;latin capital letter middle-welsh ll
1efb;ll;latin small letter middle-welsh ll
1efc;V;latin capital letter middle-welsh v
1efd;v;latin small letter middle-welsh v
1efe;Y;latin capital letter y with loop
1eff;y;latin small letter y with loop
2071;i;superscript latin small letter i
207f;n;superscript latin small letter n
2090;a;latin subscript small letter a
2091;e;latin subscript small letter e
2092;o;latin subscript small letter o
2093;x;latin subscript small letter x
2094;ae;latin subscript small letter schwa
2095;h;latin subscript small letter h
2096;k;latin subscript small letter k
2097;l;latin subscript small letter l
2098;m;latin subscript small letter m
2099;n;latin subscript small letter n
209a;p;latin subscript small letter p
209b;s;latin subscript small letter s
209c;t;latin subscript small letter t
2184;c;latin small letter reversed c
249c;a;parenthesized latin small letter a
249d;b;parenthesized latin small letter b
249e;c;parenthesized latin small letter c
249f;d;parenthesized latin small letter d
24a0;e;parenthesized latin small letter e
24a1;f;parenthesized latin small letter f
24a2;g;parenthesized latin small letter g
24a3;h;parenthesized latin small letter h
24a4;i;parenthesized latin small letter i
24a5;j;parenthesized latin small letter j
24a6;k;parenthesized latin small letter k
24a7;l;parenthesized latin small letter l
24a8;m;parenthesized latin small letter m
24a9;n;parenthesized latin small letter n
24aa;o;parenthesized latin small letter o
24ab;p;parenthesized latin small letter p
24ac;q;parenthesized latin small letter q
24ad;r;parenthesized latin small letter r
24ae;s;parenthesized latin small letter s
24af;t;parenthesized latin small letter t
24b0;u;parenthesized latin small letter u
24b1;v;parenthesized latin small letter v
24b2;w;parenthesized latin small letter w
24b3;x;parenthesized latin small letter x
24b4;y;parenthesized latin small letter y
24b5;z;parenthesized latin small letter z
24b6;A;circled latin capital letter a
24b7;B;circled latin capital letter b
24b8;C;circled latin capital letter c
24b9;D;circled latin capital letter d
24ba;E;circled latin capital letter e
24bb;F;circled latin capital letter f
24bc;G;circled latin capital letter g
24bd;H;circled latin capital letter h
24be;I;circled latin capital letter i
24bf;J;circled latin capital letter j
24c0;K;circled latin capital letter k
24c1;L;circled latin capital letter l
24c2;M;circled latin capital letter m
24c3;N;circled latin capital letter n
24c4;O;circled latin capital letter o
24c5;P;circled latin capital letter p
24c6;Q;circled latin capital letter q
24c7;R;circled latin capital letter r
24c8;S;circled latin capital letter s
24c9;T;circled latin capital letter t
24ca;U;circled latin capital letter u
24cb;V;circled latin capital letter v
24cc;W;circled latin capital letter w
24cd;X;circled latin capital letter x
24ce;Y;circled latin capital letter y
24cf;Z;circled latin capital letter z
24d0;a;circled latin small letter a
24d1;b;circled latin small letter b
24d2;c;circled latin small letter c
24d3;d;circled latin small letter d
24d4;e;circled latin small letter e
24d5;f;circled latin small letter f
24d6;g;circled latin small letter g
24d7;h;circled latin small letter h
24d8;i;circled latin small letter i
24d9;j;circled latin small letter j
24da;k;circled latin small letter k
24db;l;circled latin small letter l
24dc;m;circled latin small letter m
24dd;n;circled latin small letter n
24de;o;circled latin small letter o
24df;p;circled latin small letter p
24e0;q;circled latin small letter q
24e1;r;circled latin small letter r
24e2;s;circled latin small letter s
24e3;t;circled latin small letter t
24e4;u;circled latin small letter u
24e5;v;circled latin small letter v
24e6;w;circled latin small letter w
24e7;x;circled latin small letter x
24e8;y;circled latin small letter y
24e9;z;circled latin small letter z
271d;+;latin cross
271e;+;shadowed white latin cross
271f;+;outlined latin cross
2c2e;M;glagolitic capital letter latinate myslite
2c5e;m;glagolitic small letter latinate myslite
2c60;L;latin capital letter l with double bar
2c61;l;latin small letter l with double bar
2c62;L;latin capital letter l with middle tilde
2c63;P;latin capital letter p with stroke
2c64;R;latin capital letter r with tail
2c65;a;latin small letter a with stroke
2c66;t;latin small letter t with diagonal stroke
2c67;H;latin capital letter h with descender
2c68;h;latin small letter h with descender
2c69;K;latin capital letter k with descender
2c6a;k;latin small letter k with descender
2c6b;Z;latin capital letter z with descender
2c6c;z;latin small letter z with descender
2c6d;A;latin capital letter alpha
2c6e;M;latin capital letter m with hook
2c6f;A;latin capital letter turned a
2c70;A;latin capital letter turned alpha
2c71;v;latin small letter v with right hook
2c72;W;latin capital letter w with hook
2c73;w;latin small letter w with hook
2c74;v;latin small letter v with curl
2c75;H;latin capital letter half h
2c76;h;latin small letter half h
2c77;f;latin small letter tailless phi
2c78;e;latin small letter e with notch
2c79;r;latin small letter turned r with tail
2c7a;o;latin small letter o with low ring inside
2c7b;E;latin letter small capital turned e
2c7c;j;latin subscript small letter j
2c7e;S;latin capital letter s with swash tail
2c7f;Z;latin capital letter z with swash tail
a722;A;latin capital letter egyptological alef
a723;a;latin small letter egyptological alef
a724;';latin capital letter egyptological ain
a725;';latin small letter egyptological ain
a726;H;latin capital letter heng
a727;h;latin small letter heng
a728;TZ;latin capital letter tz
a729;tz;latin small letter tz
a72a;C';latin capital letter tresillo
a72b;c';latin small letter tresillo
a72c;K';latin capital letter cuatrillo
a72d;k';latin small letter cuatrillo
a72e;TS';latin capital letter cuatrillo with comma
a72f;ts';latin small letter cuatrillo with comma
a730;F;latin letter small capital f
a731;S;latin letter small capital s
a732;AA;latin capital letter aa
a733;aa;latin small letter aa
a734;AO;latin capital letter ao
a735;ao;latin small letter ao
a736;AU;latin capital letter au
a737;au;latin small letter au
a738;AV;latin capital letter av
a739;av;latin small letter av
a73a;AV;latin capital letter av with horizontal bar
a73b;av;latin small letter av with horizontal bar
a73c;AY;latin capital letter ay
a73d;ay;latin small letter ay
a73e;C;latin capital letter reversed c with dot
a73f;c;latin small letter reversed c with dot
a740;K;latin capital letter k with stroke
a741;k;latin small letter k with stroke
a742;K;latin capital letter k with diagonal stroke
a743;k;latin small letter k with diagonal stroke
a744;K;latin capital letter k with stroke and diagonal stroke
a745;k;latin small letter k with stroke and diagonal stroke
a746;L;latin capital letter broken l
a747;l;latin small letter broken l
a748;L;latin capital letter l with high stroke
a749;l;latin small letter l with high stroke
a74a;O;latin capital letter o with long stroke overlay
a74b;o;latin small letter o with long stroke overlay
a74c;O;latin capital letter o with loop
a74d;o;latin small letter o with loop
a74e;OO;latin capital letter oo
a74f;oo;latin small letter oo
a750;P;latin capital letter p with stroke through descender
a751;p;latin small letter p with stroke through descender
a752;P;latin capital letter p with flourish
a753;p;latin small letter p with flourish
a754;P;latin capital letter p with squirrel tail
a755;p;latin small letter p with squirrel tail
a756;Q;latin capital letter q with stroke through descender
a757;q;latin small letter q with stroke through descender
a758;Q;latin capital letter q with diagonal stroke
a759;q;latin small letter q with diagonal stroke
a75a;r;latin capital letter r rotunda
a75b;r;latin small letter r rotunda
a75e;V;latin capital letter v with diagonal stroke
a75f;v;latin small letter v with diagonal stroke
a760;VY;latin capital letter vy
a761;vy;latin small letter vy
a762;Z;latin capital letter visigothic z
a763;z;latin small letter visigothic z
a764;Th;latin capital letter thorn with stroke
a765;th;latin small letter thorn with stroke
a766;Th;latin capital letter thorn with stroke through descender
a767;th;latin small letter thorn with stroke through descender
a768;V;latin capital letter vend
a769;v;latin small letter vend
a76a;ET;latin capital letter et
a76b;et;latin small letter et
a76c;IS;latin capital letter is
a76d;is;latin small letter is
a779;D;latin capital letter insular d
a77a;d;latin small letter insular d
a77b;F;latin capital letter insular f
a77c;f;latin small letter insular f
a77d;G;latin capital letter insular g
a77e;G;latin capital letter turned insular g
a77f;g;latin small letter turned insular g
a780;L;latin capital letter turned l
a781;l;latin small letter turned l
a782;R;latin capital letter insular r
a783;r;latin small letter insular r
a784;S;latin capital letter insular s
a785;s;latin small letter insular s
a786;T;latin capital letter insular t
a787;t;latin small letter insular t
a78b;';latin capital letter saltillo
a78c;';latin small letter saltillo
a78d;H;latin capital letter turned h
a78e;l;latin small letter l with retroflex hook and belt
a78f;-;latin letter sinological dot
a790;N;latin capital letter n with descender
a791;n;latin small letter n with descender
a792;C;latin capital letter c with bar
a793;c;latin small letter c with bar
a794;c;latin small letter c with palatal hook
a795;h;latin small letter h with palatal hook
a796;B;latin capital letter b with flourish
a797;b;latin small letter b with flourish
a798;F;latin capital letter f with stroke
a799;f;latin small letter f with stroke
a79a;AE;latin capital letter volapuk ae
a79b;ae;latin small letter volapuk ae
a79c;OE;latin capital letter volapuk oe
a79d;oe;latin small letter volapuk oe
a79e;UE;latin capital letter volapuk ue
a79f;ue;latin small letter volapuk ue
a7a0;G;latin capital letter g with oblique stroke
a7a1;g;latin small letter g with oblique stroke
a7a2;K;latin capital letter k with oblique stroke
a7a3;k;latin small letter k with oblique stroke
a7a4;N;latin capital letter n with oblique stroke
a7a5;n;latin small letter n with oblique stroke
a7a6;R;latin capital letter r with oblique stroke
a7a7;r;latin small letter r with oblique stroke
a7a8;S;latin capital letter s with oblique stroke
a7a9;s;latin small letter s with oblique stroke
a7aa;H;latin capital letter h with hook
a7ab;E;latin capital letter reversed open e
a7ac;G;latin capital letter script g
a7ad;L;latin capital letter l with belt
a7ae;I;latin capital letter small capital i
a7b0;K;latin capital letter turned k
a7b1;T;latin capital letter turned t
a7b2;J;latin capital letter j with crossed-tail
a7b3;CH;latin capital letter chi
a7b4;B;latin capital letter beta
a7b5;b;latin small letter beta
a7b6;O;latin capital letter omega
a7b7;o;latin small letter omega
a7f7;i;latin epigraphic letter sideways i
a7fa;M;latin letter small capital turned m
a7fb;f;latin epigraphic letter reversed f
a7fc;p;latin epigraphic letter reversed p
a7fd;m;latin epigraphic letter inverted m
a7fe;i;latin epigraphic letter i longa
a7ff;m;latin epigraphic letter archaic m
ab30;a;latin small letter barred alpha
ab31;ae;latin small letter a reversed-schwa
ab32;e;latin small letter blackletter e
ab33;e;latin small letter barred e
ab34;e;latin small letter e with flourish
ab35;f;latin small letter lenis f
ab36;g;latin small letter script g with crossed-tail
ab37;l;latin small letter l with inverted lazy s
ab38;l;latin small letter l with double middle tilde
ab39;l;latin small letter l with middle ring
ab3a;m;latin small letter m with crossed-tail
ab3b;n;latin small letter n with crossed-tail
ab3c;ng;latin small letter eng with crossed-tail
ab3d;o;latin small letter blackletter o
ab3e;o;latin small letter blackletter o with stroke
ab3f;o;latin small letter open o with stroke
ab40;oe;latin small letter inverted oe
ab41;oe;latin small letter turned oe with stroke
ab42;oe;latin small letter turned oe with horizontal stroke
ab43;o;latin small letter turned o open-o
ab44;o;latin small letter turned o open-o with stroke
ab45;r;latin small letter stirrup r
ab46;R;latin letter small capital r with right leg
ab47;r;latin small letter r without handle
ab48;rr;latin small letter double r
ab49;r;latin small letter r with crossed-tail
ab4a;r;latin small letter double r with crossed-tail
ab4b;r;latin small letter script r
ab4c;r;latin small letter script r with ring
ab4d;sh;latin small letter baseline esh
ab4e;u;latin small letter u with short right leg
ab4f;u;latin small letter u bar with short right leg
ab50;ui;latin small letter ui
ab51;ui;latin small letter turned ui
ab52;u;latin small letter u with left hook
ab53;ch;latin small letter chi
ab54;ch;latin small letter chi with low right ring
ab55;ch;latin small letter chi with low left serif
ab56;x;latin small letter x with low right ring
ab57;x;latin small letter x with long left leg
ab58;x;latin small letter x with long left leg and low right ring
ab59;x;latin small letter x with long left leg with serif
ab5a;y;latin small letter y with short right leg
ab61;e;latin small letter iotified e
ab62;oe;latin small letter open oe
ab63;uo;latin small letter uo
ab64;a;latin small letter inverted alpha
fb00;ff;latin small ligature ff
fb01;fi;latin small ligature fi
fb02;fl;latin small ligature fl
fb03;ffi;latin small ligature ffi
fb04;ffl;latin small ligature ffl
fb05;st;latin small ligature long s t
fb06;st;latin small ligature st
ff21;A;fullwidth latin capital letter a
ff22;B;fullwidth latin capital letter b
ff23;C;fullwidth latin capital letter c
ff24;D;fullwidth latin capital letter d
ff25;E;fullwidth latin capital letter e
ff26;F;fullwidth latin capital letter f
ff27;G;fullwidth latin capital letter g
ff28;H;fullwidth latin capital letter h
ff29;I;fullwidth latin capital letter i
ff2a;J;fullwidth latin capital letter j
ff2b;K;fullwidth latin capital letter k
ff2c;L;fullwidth latin capital letter l
ff2d;M;fullwidth latin capital letter m
ff2e;N;fullwidth latin capital letter n
ff2f;O;fullwidth latin capital letter o
ff30;P;fullwidth latin capital letter p
ff31;Q;fullwidth latin capital letter q
ff32;R;fullwidth latin capital letter r
ff33;S;fullwidth latin capital letter s
ff34;T;fullwidth latin capital letter t
ff35;U;fullwidth latin capital letter u
ff36;V;fullwidth latin capital letter v
ff37;W;fullwidth latin capital letter w
ff38;X;fullwidth latin capital letter x
ff39;Y;fullwidth latin capital letter y
ff3a;Z;fullwidth latin capital letter z
ff41;a;fullwidth latin small letter a
ff42;b;fullwidth latin small letter b
ff43;c;fullwidth latin small letter c
ff44;d;fullwidth latin small letter d
ff45;e;fullwidth latin small letter e
ff46;f;fullwidth latin small letter f
ff47;g;fullwidth latin small letter g
ff48;h;fullwidth latin small letter h
ff49;i;fullwidth latin small letter i
ff4a;j;fullwidth latin small letter j
ff4b;k;fullwidth latin small letter k
ff4c;l;fullwidth latin small letter l
ff4d;m;fullwidth latin small letter m
ff4e;n;fullwidth latin small letter n
ff4f;o;fullwidth latin small letter o
ff50;p;fullwidth latin small letter p
ff51;q;fullwidth latin small letter q
ff52;r;fullwidth latin small letter r
ff53;s;fullwidth latin small letter s
ff54;t;fullwidth latin small letter t
ff55;u;fullwidth latin small letter u
ff56;v;fullwidth latin small letter v
ff57;w;fullwidth latin small letter w
ff58;x;fullwidth latin small letter x
ff59;y;fullwidth latin small letter y
ff5a;z;fullwidth latin small letter z
1f110;A;parenthesized latin capital letter a
1f111;B;parenthesized latin capital letter b
1f112;C;parenthesized latin capital letter c
1f113;D;parenthesized latin capital letter d
1f114;E;parenthesized latin capital letter e
1f115;F;parenthesized latin capital letter f
1f116;G;parenthesized latin capital letter g
1f117;H;parenthesized latin capital letter h
1f118;I;parenthesized latin capital letter i
1f119;J;parenthesized latin capital letter j
1f11a;K;parenthesized latin capital letter k
1f11b;L;parenthesized latin capital letter l
1f11c;M;parenthesized latin capital letter m
1f11d;N;parenthesized latin capital letter n
1f11e;O;parenthesized latin capital letter o
1f11f;P;parenthesized latin capital letter p
1f120;Q;parenthesized latin capital letter q
1f121;R;parenthesized latin capital letter r
1f122;S;parenthesized latin capital letter s
1f123;T;parenthesized latin capital letter t
1f124;U;parenthesized latin capital letter u
1f125;V;parenthesized latin capital letter v
1f126;W;parenthesized latin capital letter w
1f127;X;parenthesized latin capital letter x
1f128;Y;parenthesized latin capital letter y
1f129;Z;parenthesized latin capital letter z
1f12a;S;tortoise shell bracketed latin capital letter s
1f12b;C;circled italic latin capital letter c
1f12c;R;circled italic latin capital letter r
1f130;A;squared latin capital letter a
1f131;B;squared latin capital letter b
1f132;C;squared latin capital letter c
1f133;D;squared latin capital letter d
1f134;E;squared latin capital letter e
1f135;F;squared latin capital letter f
1f136;G;squared latin capital letter g
1f137;H;squared latin capital letter h
1f138;I;squared latin capital letter i
1f139;J;squared latin capital letter j
1f13a;K;squared latin capital letter k
1f13b;L;squared latin capital letter l
1f13c;M;squared latin capital letter m
1f13d;N;squared latin capital letter n
1f13e;O;squared latin capital letter o
1f13f;P;squared latin capital letter p
1f140;Q;squared latin capital letter q
1f141;R;squared latin capital letter r
1f142;S;squared latin capital letter s
1f143;T;squared latin capital letter t
1f144;U;squared latin capital letter u
1f145;V;squared latin capital letter v
1f146;W;squared latin capital letter w
1f147;X;squared latin capital letter x
1f148;Y;squared latin capital letter y
1f149;Z;squared latin capital letter z
1f150;A;negative circled latin capital letter a
1f151;B;negative circled latin capital letter b
1f152;C;negative circled latin capital letter c
1f153;D;negative circled latin capital letter d
1f154;E;negative circled latin capital letter e
1f155;F;negative circled latin capital letter f
1f156;G;negative circled latin capital letter g
1f157;H;negative circled latin capital letter h
1f158;I;negative circled latin capital letter i
1f159;J;negative circled latin capital letter j
1f15a;K;negative circled latin capital letter k
1f15b;L;negative circled latin capital letter l
1f15c;M;negative circled latin capital letter m
1f15d;N;negative circled latin capital letter n
1f15e;O;negative circled latin capital letter o
1f15f;P;negative circled latin capital letter p
1f160;Q;negative circled latin capital letter q
1f161;R;negative circled latin capital letter r
1f162;S;negative circled latin capital letter s
1f163;T;negative circled latin capital letter t
1f164;U;negative circled latin capital letter u
1f165;V;negative circled latin capital letter v
1f166;W;negative circled latin capital letter w
1f167;X;negative circled latin capital letter x
1f168;Y;negative circled latin capital letter y
1f169;Z;negative circled latin capital letter z
1f170;A;negative squared latin capital letter a
1f171;B;negative squared latin capital letter b
1f172;C;negative squared latin capital letter c
1f173;D;negative squared latin capital letter d
1f174;E;negative squared latin capital letter e
1f175;F;negative squared latin capital letter f
1f176;G;negative squared latin capital letter g
1f177;H;negative squared latin capital letter h
1f178;I;negative squared latin capital letter i
1f179;J;negative squared latin capital letter j
1f17a;K;negative squared latin capital letter k
1f17b;L;negative squared latin capital letter l
1f17c;M;negative squared latin capital letter m
1f17d;N;negative squared latin capital letter n
1f17e;O;negative squared latin capital letter o
1f17f;P;negative squared latin capital letter p
1f180;Q;negative squared latin capital letter q
1f181;R;negative squared latin capital letter r
1f182;S;negative squared latin capital letter s
1f183;T;negative squared latin capital letter t
1f184;U;negative squared latin capital letter u
1f185;V;negative squared latin capital letter v
1f186;W;negative squared latin capital letter w
1f187;X;negative squared latin capital letter x
1f188;Y;negative squared latin capital letter y
1f189;Z;negative squared latin capital letter z
1f18a;P;crossed negative squared latin capital letter p
1f1a5;d;squared latin small letter d
1f546;+;white latin cross
1f547;+;heavy latin cross
e0041;A;tag latin capital letter a
e0042;B;tag latin capital letter b
e0043;C;tag latin capital letter c
e0044;D;tag latin capital letter d
e0045;E;tag latin capital letter e
e0046;F;tag latin capital letter f
e0047;G;tag latin capital letter g
e0048;H;tag latin capital letter h
e0049;I;tag latin capital letter i
e004a;J;tag latin capital letter j
e004b;K;tag latin capital letter k
e004c;L;tag latin capital letter l
e004d;M;tag latin capital letter m
e004e;N;tag latin capital letter n
e004f;O;tag latin capital letter o
e0050;P;tag latin capital letter p
e0051;Q;tag latin capital letter q
e0052;R;tag latin capital letter r
e0053;S;tag latin capital letter s
e0054;T;tag latin capital letter t
e0055;U;tag latin capital letter u
e0056;V;tag latin capital letter v
e0057;W;tag latin capital letter w
e0058;X;tag latin capital letter x
e0059;Y;tag latin capital letter y
e005a;Z;tag latin capital letter z
e0061;a;tag latin small letter a
e0062;b;tag latin small letter b
e0063;c;tag latin small letter c
e0064;d;tag latin small letter d
e0065;e;tag latin small letter e
e0066;f;tag latin small letter f
e0067;g;tag latin small letter g
e0068;h;tag latin small letter h
e0069;i;tag latin small letter i
e006a;j;tag latin small letter j
e006b;k;tag latin small letter k
e006c;l;tag latin small letter l
e006d;m;tag latin small letter m
e006e;n;tag latin small letter n
e006f;o;tag latin small letter o
e0070;p;tag latin small letter p
e0071;q;tag latin small letter q
e0072;r;tag latin small letter r
e0073;s;tag latin small letter s
e0074;t;tag latin small letter t
e0075;u;tag latin small letter u
e0076;v;tag latin small letter v
e0077;w;tag latin small letter w
e0078;x;tag latin small letter x
e0079;y;tag latin small letter y
e007a;z;tag latin small letter z
